,English,Bengala
1106,vorsa,ভরসা
1107,vebe,ভেবে
1108,jaoar,যাওয়ার
1109,suprim,সুপ্রিম
1110,byaktigoto,ব্যক্তিগত
1111,aajo,আজও
1112,mukhyo,মুখ্য
1113,baradda,বরাদ্দ
1114,daaye,দায়
1115,khoobi,খুবই
1116,haowra,হাওড়া
1117,byekti,ব্যক্তি
1118,bendhe,বেঁধে
1119,nijiswo,নিজস্ব
1120,kheyhe,খেয়ে
1121,bondu,বন্ধু
1122,oyardera,ওয়ার্ডের
1123,podar,পড়ার
1124,ashone,আসনে
1125,anekta,অনেকটা
1126,sheptembar,সেপ্টেম্বর
1127,porichoi,পরিচয়
1128,rater,রাতের
1129,udbodhon,উদ্বোধন
1130,ele,এলে
1131,dhare,ধারে
1132,hoyechilen,হয়েছিলেন
1133,babaar,বাবার
1134,parsen,পারছেন
1135,juboker,যুবককে
1136,jubo,যুব
1137,ghotonasthol,ঘটনাস্থল
1138,kobe,কবে
1139,taroon,তরুণ
1140,onr,ওঁর
1141,ante,আনতে
1142,sonskar,সংস্কার
1143,golpoo,গল্পও
1144,bolaar,বলার
1145,tulechen,তুলেছেন
1146,parkothamo,পরিকাঠামো
1147,shodor,সদর
1148,chheler,ছেলের
1149,porikkhar,পরীক্ষার
1150,besto,বাস্তু
1151,teamer,টিমের
1152,uchhyo,উচ্চ
1153,sada,ছাদে
1154,poribohon,পরিবহন
1155,diyei,দিয়েই
1156,porvorti,পরবর্তী
1157,jaine,জেনে
1158,pele,পেলে
1159,sheti,সেটি
1160,ayand,অ্যান্ড
1161,oshwikaar,অস্বীকার
1162,omit,অমিত
1163,gaaye,গায়ে
1164,boma,বোমা
1165,sochib,সচিব
1166,dharna,ধারণা
1167,netritte,নেতৃত্বের
1168,meyeder,মেয়েদের
1169,taleeka,তালিকা
1170,dokaane,দোকানে
1171,mamlae,মামলায়
1172,dowarja,দরজা
1173,videshi,বিদেশি
1174,bishyobidyaloi,বিশ্ববিদ্যালয়
1175,pasher,পাশের
1176,park,পার্ক
1177,maila,মেলা
1178,podche,পড়ছে
1179,prosner,প্রশ্নের
1180,proyojoniyo,প্রয়োজনীয়
1181,vishwer,বিশ্বের
1182,korteyi,করতেই
1183,chalhanor,চালানোর
1184,niog,নিয়োগ
1185,poda,পড়া
1186,sampurna,সম্পূর্ণ
1187,channi,চাননি
1188,porei,পরেই
1189,jaben,যাবেন
1190,nozordari,নজরদারি
1191,vedio,ভিডিও
1192,okay,ওঁকে
1193,mrito,মৃত
1194,chalachol,চলাচল
1195,koreo,করেও
1196,poorpradhan,পুরপ্রধান
1197,shivir,শিবির
1198,akromon,আক্রমণে
1199,nirmaan,নির্মাণ
1200,porlo,পড়ল
1201,periye,পেরিয়ে
1202,komisanar,কমিশনার
1203,osud,ওষুধ
1204,rayer,রাইয়ের
1205,pratima,প্রতিমা
1206,sotorko,সতর্কও
1207,gramin,গ্রামীণ
1208,obhav,অভাব
1209,andolon,আন্দোলনের
1210,hoto,হত
1211,boojhe,বুঝে
1212,milese,মিলেছিল
1213,aker,একের
1214,daudte,ধরতে
1215,choori,চুরি
1216,dofaye,দফায়
1217,rajniti,রাজনীতির
1218,aborodh,অবরোধ
1219,midnaporer,মেদিনীপুরের
1220,doorghotna,দুর্ঘটনা
1221,taraai,তারই
1222,meree,মেরে
1223,choote,ছুটে
1224,porivorton,পরিবর্তন
1225,odhikangsho,অধিকাংশ
1226,astro,অস্ত্র
1227,puroshkar,পুরস্কার
1228,bikel,বাইক
1229,haal,হাল
1230,chahida,চাহিদা
1231,soboi,সবই
1232,doodin,দুদিন
1233,bahinir,বাহিনীর
1234,shokoler,সকলের
1235,tibro,তীব্র
1236,jodiye,জড়িয়ে
1237,nadi,নদী
1238,paalon,পালন
1239,opaye,উপায়
1240,leag,লিগ
1241,math,মাঠ
1242,prosonge,প্রসঙ্গে
1243,vicharok,বিচারক
1244,beton,বেতন
1245,tel,তেল—
1246,churanto,চূড়ান্ত
1247,probol,প্রবল
1248,dak,ডাক
1249,prokasito,প্রকাশিত
1250,charti,চারটি
1251,anurodh,অনুরোধ
1252,sorob,সরব
1253,gorom,গরম
1254,yatayat,যাতায়াত
1255,bhada,ভাড়া
1256,hoteyi,হতেই
1257,maante,মানতে
1258,talasi,তল্লাশি
1259,bolechhilen,বলছিলেন
1260,bariye,বাড়িয়ে
1261,byakhya,ব্যাখ্যা
1262,obhave,অভাবে
1263,stashane,স্টেশনে
1264,point,পয়েন্ট
1265,ovyoshoi,অবশ্যই
1266,udyog,উদ্যোগ
1267,jachhen,যাচ্ছেন
1268,bat,ব্যাট
1269,anando,আনন্দ
1270,rokto,রক্ত
1271,carkhana,কারখানা
1272,roader,রোডের
1273,ulto,উলটো
1274,sofol,সফল
1275,golae,গলায়
1276,thakven,থাকবেন
1277,niu,নিউ
1278,joter,জোটের
1279,mohilar,মহিলার
1280,takaae,টাকায়
1281,thikoi,ঠিকই
1282,prostuti,প্রস্তুতি
1283,pathiye,পাঠিয়ে
1284,doojoner,দুজনের
1285,hoben,হবেন
1286,poruader,পড়ুয়াদের
1287,apotti,আপত্তি
1288,onusthaner,অনুষ্ঠানের
1289,chalaye,চালায়
1290,joutho,যৌথ
1291,itihash,ইতিহাস
1292,shurur,শুরুর
1293,dekhoon,দেখুন
1294,mile,মাইল
1295,khomotay,ক্ষমতায়
1296,proshikkhon,প্রশিক্ষণ
1297,trinomoole,তৃণমূলে
1298,/,/
1299,da,দ্য
1300,obhinoye,অভিনয়
1301,mookti,মুক্তি
1302,october,অক্টোবর
1303,soshal,সোশ্যাল
1304,bitorko,বিতর্কও
1305,setu,সেতু
1306,sonjoy,সঞ্জয়
1307,gandhi,গাঁধী
1308,fela,ফেলা
1309,bazarer,বাজারের
1310,panio,পানীয়
1311,ovare,ওভারে
1312,mantroker,মন্ত্রকের
1313,atok,আটক
1314,bodol,বদল
1315,manoshik,মানসিক
1316,abosthan,অবস্থান
1317,konoou,কোনও
1318,jite,জিতে
1319,hisebe,হিসেব
1320,pabe,পাবে
1321,prokriya,প্রক্রিয়া
1322,dillite,দিল্লিতে
1323,losobha,লোকসভা
1324,pachchhen,পাচ্ছেন
1325,eschhilo,এসেছিল
1326,saha,সাহা
1327,bangaali,বাঙালি
1328,jatrider,যাত্রীদের
1329,uthechhilo,উঠেছিল
1330,parti,পার্টি
1331,soptahe,সপ্তাহে
1332,cheen,চিন
1333,rogir,রোগীর
1334,taine,টেনে
1335,porishod,পরিষদ
1336,janiyechilen,জানিয়েছিলেন
1337,shotti,সত্যিই
1338,rogi,রোগী
1339,pannei,পাননি
1340,korta,কর্তাও
1341,itimoddhe,ইতিমধ্যে
1342,bhi,বি
1343,dirghyodin,দীর্ঘদিন
1344,gurutvoro,গুরুতর
1345,auneker,অনেকের
1346,shromikder,শ্রমিকের
1347,sobar,সবের
1348,onuman,অনুমান
1349,phoneo,ফোনে
1350,pherod,ফেরত
1351,biil,বিল
1352,chalaate,চালাতে
1353,tahoale,তাহলে
1354,laine,লাইনে
1355,jodito,জড়িত
1356,de,দে
1357,praan,প্রাণ
1358,dekhi,দেখি
1359,mitro,মিত্র
1360,kochbihar,কোচবিহার
1361,othoba,অথবা
1362,paar,পাড়
1363,sobuj,সবুজ
1364,bishal,বিশাল
1365,uriye,উড়িয়ে
1366,jel,জেল
1367,deri,দেড়
1368,dolke,দলকে
1369,batilair,বাতিলের
1370,chara,ছাড়া
1371,cbi,সিবিআই
1372,pulishi,পুলিশি
1373,paliye,পালিয়ে
1374,lagano,লাগানো
1375,geche,গেছে
1376,songlogno,সংলগ্ন
1377,sthai,স্থায়ী
1378,poschimbngo,পশ্চিমবঙ্গ
1379,simanto,সীমান্ত
1380,aiksonge,একসঙ্গে
1381,cycle,সাইকেল
1382,ashok,অশোক
1383,epril,এপ্রিল
1384,dayitte,দায়িত্বে
1385,cholhte,চলতে
1386,koresilen,করছিলেন
1387,ascen,আসছেন
1388,asol,আসল
1389,estore,স্তরে
1390,rom,রং
1391,vyapar,ব্যাপার
1392,ustover,উৎসবের
1393,dada,দাদা
1394,chottore,চত্বরে
1395,nirbiachoni,নির্বাচনী
1396,kaara,কারা
1397,natok,নাটক
1398,puruulia,পুরুলিয়া
1399,sottie,সত্যিই
1400,holei,হলেই
1401,puropuri,পুরোপুরি
1402,shore,সরে
1403,ullekh,উল্লেখ্য
1404,paadar,পাড়ার
1405,birodhira,বিরোধীরা
1406,shen,শেন
1407,sattri,ছাত্রী
1408,nirapatro,নিরাপত্তার
1409,mondir,মন্দির
1410,aghaat,আঘাত
1411,arji,আর্জি
1412,shomiti,সমিতি
1413,ingit,ইঙ্গিত
1414,baameder,বামেদের
1415,sriti,স্মৃতি
1416,parle,পারলে
1417,finale,ফাইনালে
1418,aiksho,একশো
1419,pradesh,প্রদেশ
1420,probin,প্রবীণ
1421,march,মার্চ
1422,kiney,কিনে
1423,mohilaoder,মহিলাদের
1424,roz,রোজ
1425,jame,জমে
1426,montrok,মন্ত্রক
1427,champion,চ্যাম্পিয়ন
1428,seguli,সেগুলি
1429,aut,আউট
1430,sapholyo,সাফল্য
1431,khelhe,খেলে
1432,soptaho,সপ্তাহ
1433,bali,বলি
1434,porechen,পড়েছেন
1435,kina,কিনা
1436,kevol,কেবল
1437,prdhanmantrir,প্রধানমন্ত্রীর
1438,siligudir,শিলিগুড়ির
1439,uplokhye,উপলক্ষে
1440,gati,গতি
1441,achomka,আচমকা
1442,otha,ওঠা
1443,nojore,নজরে
1444,swopno,স্বপ্ন
1445,ritiimoto,রীতিমতো
1446,nirdeshe,নির্দেশই
1447,neeti,নীতি
1448,dhaka,ঢাকা
1449,chikitsar,চিকিত্সার
1450,parsi,পারছি
1451,ekhuni,এখনই
1452,august,আগস্ট
1453,du,দু
1454,vibhage,বিভাগে
1455,shokrio,সক্রিয়
1456,shorok,সড়ক
1457,jaai,যাই
1458,sur,সুর
1459,manager,ম্যানেজার
1460,khawa,খাওয়া
1461,uttarbango,উত্তরবঙ্গ
1462,cholchilo,চলছিল
1463,ricord,রেকর্ড
1464,ottanto,অত্যন্ত
1465,july,জুলাই
1466,aibaar,এবার
1467,utpadon,উৎপাদন
1468,chepye,চেপে
1469,shere,সেরে
1470,cormeer,কর্মীর
1471,border,বোর্ডের
1472,gadite,গাড়িতে
1473,toto,টোটো
1474,parbo,পারব
1475,chinhit,চিহ্নিত
1476,shokti,শক্তি
1477,pratinidhi,প্রতিনিধি
1478,legy,লেগে
1479,somorthok,সমর্থক
1480,india,ইন্ডিয়া
1481,bipul,বিপুল
1482,darun,দরুণ
1483,oviggota,অভিজ্ঞতা
1484,rateyi,রাতেই
1485,sonar,সেনার
1486,bikash,বিকাশ
1487,madhyomik,মাধ্যমিক
1488,rin,ঋণ
1489,tokhonou,তখনও
1490,chokher,চোখের
1491,pere,পেরে
1492,protibade,প্রতিবাদে
1493,monch,মঞ্চ
1494,sourav,সৌরভ:
1495,meelbe,মিলবে
1496,oarde,ওয়ার্ডে
1497,pochhondo,পছন্দ
1498,sanskar,সংস্কারের
1499,motorbaik,মোটরবাইক
1500,shorkarke,সরকারকে
1501,chhuti,ছুটি
1502,sutro,সূত্র
1503,kortar,কর্তার
1504,outhar,ওঠার
1505,khodh,খোদ
1506,chaape,চাপে
1507,chukti,চুক্তি
1508,mather,মাঠের
1509,jabotiyo,যাবতীয়
1510,viahaar,বিচার
1511,kasei,কাছেই
1512,meyeke,মেয়েকে
1513,subroto,সুব্রত
1514,jader,যাদের
1515,janmin,জামিন
1516,bolbo,বলব
1517,upojukto,উপযুক্ত
1518,fanka,ফাঁকা
1519,tau,তাও
1520,mondop,মণ্ডপ
1521,sodyo,সদ্য
1522,jane,জানে
1523,meter,মিটার
1524,dushon,দূষণ
1525,sodossoder,সদস্যদের
1526,chashider,চাষিদের
1527,matir,মাটির
1528,lomba,লম্বা
1529,somoyei,সময়েই
1530,chovita,ছবিটা
1531,jinish,জিনিস
1532,s,এস
1533,joyer,জয়ের
1534,ofiser,অফিসের
1535,kormosuchi,কর্মসূচিও
1536,oto,অত
1537,chinta,চিন্তা
1538,car,কার
1539,chiner,চিনের
1540,mruter,মৃতের
1541,boothe,বুথে
1542,sothik,সঠিক
1543,ovijuktoder,অভিযুক্তকে
1544,purt,পূর্ত
1545,ichhe,ইচ্ছে
1546,sandhya,সন্ধ্যা
1547,bagaaner,বাগানের
1548,laagie,লাগিয়ে
1549,dekhano,দেখানো
1550,ghontae,ঘণ্টায়
